,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200
γ_R(ELN)*,0.5000,0.5000,0.9900,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5100,0.5000,0.5200,0.5200,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100,0.5100
γ_R(FARC)*,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400
α_R(DC)*,0.1800,0.1800,0.6400,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.1800,0.2200,0.2900,0.3500,0.4000,0.4500,0.4900,0.5200,0.5700,0.6000,0.6300,0.6600,0.6800,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000
α_R(PAR)*,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,0.3100,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
α_R(ELN)*,0.4500,0.4500,0.8900,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4500,0.4900,0.5200,0.5500,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800
α_R(FARC)*,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900
γ_N(DC)*,0.5900,0.5900,0.6900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5900,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5800,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700,0.5700
γ_N(PAR)*,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6300,0.6300,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
γ_N(ELN)*,0.6900,0.6900,0.9200,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6800,0.6800,0.6800,0.6800,0.6800,0.6700,0.6700,0.6700,0.6700,0.6600,0.6600,0.6600,0.6600,0.6500,0.6500,0.6500,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400
γ_N(FARC)*,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7400,0.7300,0.7300,0.7300,0.7300,0.7300,0.7300,0.7300,0.7300,0.7300,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200
α_N(DC)*,0.6200,0.6200,0.7800,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6200,0.6100,0.6100,0.6100,0.6100,0.6100,0.6100,0.6100,0.6200,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400,0.6400
α_N(PAR)*,0.6700,0.6700,0.6700,0.6700,0.6700,0.6700,0.6700,0.6700,0.6600,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
α_N(ELN)*,0.7200,0.7200,0.9700,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7200,0.7100,0.7100,0.7100,0.7100,0.7100,0.7100,0.7100,0.7000,0.7000,0.7000,0.7000,0.7000,0.7000,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900,0.6900
